pid	devicetype	brand	model	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
16826	WiFi Router	Netgear	WNR2000	https://fcc.io/PY3/08200083	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=fd62fa752bbff9ae5277098152e7960a14d241e1	14.07	18.06.4	ar71xx	tiny	mips_24kc	U-Boot	Atheros AR9130	1	400	4	32	5	-	Atheros AR8216	No	-		Atheros AR9132	b/g/n	-		ath9k	-	-	-	-		-	-	-		Yes	115200 / 8N1	No	?	?	-	12 VDC, 1.0 A	toh:netgear:wnr2000	WNR2000	WNR2000	https://wikidevi.com/wiki/Netgear_WNR2000v1		http://support.netgear.com/product/WNR2000v1	http://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-wnr2000-squashfs-factory.img	http://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-wnr2000-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16827	WiFi Router	Netgear	WNR2000	https://fcc.io/PY3/09100105	Discontinued	NULL		14.07	18.06.4	brcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4716	1	300	4	32	5	-	Broadcom BCM5325E	No	-		Broadcom BCM4716	b/g/n	-		b43	-	-	-	-		-	-	-		Yes	115200 / 8N1	No	?	?	-	12 VDC, 1.0 A	toh:netgear:wnr2000	WNR2000	WNR2000	https://wikidevi.com/wiki/Netgear_WNR2000v2	https://www.netgear.com/support/product/WNR2000v2	https://www.netgear.com/support/product/WNR2000v2	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/lede-brcm47xx-mips74k-netgear-wnr2000v2-squashfs.chk	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/lede-brcm47xx-mips74k-netgear-wnr2000v2-squashfs.chk	see devicepage		NULL		media:example:genericrouter1.png	
16828	WiFi Router	Netgear	WNR2000	https://fcc.io/PY3/10200135	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=b29b7b65eaa2f39b3ea7596fc475e95748701430	14.07	18.06.4	ar71xx	tiny	mips_24kc	U-Boot	Atheros AR7240	1	400	4	32	5	-	Atheros AR9287	No	-		Atheros AR7240	b/g/n	-		ath9k	-	-	-	-		-	-	-		Yes	115200 / 8N1	Yes	6	3	-	12 VDC, 1.0 A	toh:netgear:wnr2000	WNR2000	WNR2000	https://wikidevi.com/wiki/Netgear_WNR2000v3		http://support.netgear.com/product/WNR2000v3	http://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-wnr2000v3-squashfs-factory.img	http://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-wnr2000v3-squashfs-sysupgrade.bin	see devicepage		NULL		media:netgear:wnr2000-v1.jpg	
16829	WiFi Router	Netgear	WNR2000	https://fcc.io/PY3/12300212	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=2c72ffc154c70b371a93f179587d899bbba921ca	15.05	18.06.4	ar71xx	tiny	mips_24kc	U-Boot	Atheros AR9341	1	533	4	32	5	-	Atheros AR9341	?	-		Atheros AR9341	b/g/n	-		ath9k	-	?	-	-		?	?	?		Yes	?	Yes	?	?	-	12 VDC, 1.0 A	toh:netgear:wnr2000	WNR2000	WNR2000	https://wikidevi.com/wiki/Netgear_WNR2000v4	http://support.netgear.de/product/WNR2000v4	http://support.netgear.de/product/WNR2000v4	NULL	http://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-wnr2000v4-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16830	WiFi Router	Netgear	WNR2200	https://fcc.io/PY3/10200131	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=fe781581dfb1ecbf6cd4b6b7b7ec504bec58042f	14.07	18.06.4	ar71xx	generic	mips_24kc	U-Boot	Atheros AR7241	1	360	8	64	5	-	Atheros AR7241	Yes	-		Atheros AR9287	b/g/n	-	2x2 MIMO	unknown	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	?	?	-	12 VDC, 1.5 A	toh:netgear:wnr2200	WNR2200	WNR2200	https://wikidevi.com/wiki/Netgear_WNR2200	http://www.netgear.com/home/products/networking/wifi-routers/wnr2200.aspx	http://support.netgear.de/product/WNR2200	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-wnr2200-squashfs-factory.img	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-wnr2200-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16832	WiFi Router	Netgear	WNR3500L	https://fcc.io/PY3/08400093	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=73ed2369070d6839611fb8675030e4902c6a87ef	14.07	18.06.4	brcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4718	1	480	8	64	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM4718	b/g/n	-	2x2	b43	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	4	2	-	12 VDC, 1.5 A	toh:netgear:wnr3500l	WNR3500L	WNR3500L	https://wikidevi.com/wiki/Netgear_WNR3500Lv1	https://www.netgear.com/home/products/networking/wifi-routers/WNR3500L.aspx	https://www.netgear.com/support/product/WNR3500Lv1	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/openwrt-brcm47xx-mips74k-netgear-wnr3500l-v1-na-squashfs.chk	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/openwrt-brcm47xx-mips74k-netgear-wnr3500l-v1-na-squashfs.chk	see devicepage		see devicepage		media:example:genericrouter1.png	
16833	WiFi Router	Netgear	WNR3500L	https://fcc.io/PY3/10400153	Discontinued	NULL		15.05	?	brcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM47186	1	480	128NAND	128	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM47186B0	b/g/n	-		b43	-	-	1x 2.0	-		-	-	-		Yes	?	?	?	?	-	12 VDC, 1.5 A	toh:netgear:wnr3500l	WNR3500L	WNR3500L	https://wikidevi.com/wiki/Netgear_WNR3500Lv2	https://www.netgear.com/support/product/wnr3500lv2	https://www.netgear.com/support/product/wnr3500lv2	NULL	NULL	see devicepage		CFE TFTP + serial recovery		media:example:genericrouter1.png	Unknown what is the last known working OpenWrt release that is working (if there is any at all)
16834	WiFi Router	Netgear	WNR3500U	NULL	Discontinued	NULL				brcm47xx		mipsel_74kc	?	Broadcom BCM4718	1	480	8	64	-	5	?	?	-		Broadcom	b/g/n	-		b43	?	?	1x 2.0	-		?	?	?		Yes	?	?	?	?	?	?	toh:netgear:wnr3500l	WNR3500U	WNR3500U	NULL			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16835	WiFi Router	Netgear	WPN824N	https://fcc.io/PY3/09300120	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=ed72c5f846941dcca3eab1d72c48472b383752e9	17.01.0	18.06.4	ar71xx	tiny	mips_24kc	U-Boot	Atheros AR7240	1	360	4	32	5	-	Atheros AR7240	Yes	-		Atheros AR9285	b/g/n	-		ath9k	-	-	Mod	-		-	-	-		Yes	115200 / 8N1	?	16	3	-	12 VDC, 1.0 A	toh:netgear:wpn824n	WPN824N	WPN824N	https://wikidevi.com/wiki/Netgear_WPN824N		http://support.netgear.de/product/WPN824N	https://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-wpn824n-squashfs-factory-NA.img	http://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-wpn824n-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	Also NA factory image available
16836	WiFi Router	Netgear	WPN824N NA	https://fcc.io/PY3/09300120	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=ed72c5f846941dcca3eab1d72c48472b383752e9	17.01.0	18.06.4	ar71xx	tiny	mips_24kc	U-Boot	Atheros AR7240	1	360	4	32	5	-	Atheros AR7240	Yes	-		Atheros AR9285	b/g/n	-		ath9k	-	-	Mod	-		-	-	-		Yes	115200 / 8N1	?	16	3	-	12 VDC, 1.0 A	toh:netgear:wpn824n	WPN824N	WPN824N	https://wikidevi.com/wiki/Netgear_WPN824N		http://support.netgear.de/product/WPN824N	http://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-wpn824n-squashfs-factory-NA.img	http://downloads.openwrt.org/snapshots/targets/ar71xx/tiny/openwrt-ar71xx-tiny-wpn824n-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	US version of WPN824N
16837	WiFi Router	Netis	M1200AC	NULL	Discontinued 2017	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=8c1f5141ceee722cdd282f909390b73455968cfd	17.01.0	18.06.4	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621AT	2	880	128NAND	128	-	5	MediaTek MT7530	Yes	-		MediaTek MT7612EN	b/g/n	a/n/ac	2x 2x2	mt76	-	-	1x 3.0	-		-	-	-		Yes	?	No	10	1	-	12 VDC, 2.0 A	toh:netis:wf-2881	M1200AC	M1200AC	NULL	http://netiskorea.co.kr/product.php?uid=50&model=WF2881	http://netiskorea.co.kr/atboard.php?grp1=support&grp2=download	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-netis_wf-2881-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	Failsafe mode not workign acc. https://dev.openwrt.org/changeset/47619
16838	WiFi Router	Netis	WF-2881	https://fcc.io/T58/WF2780R	Discontinued 2016	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=8c1f5141ceee722cdd282f909390b73455968cfd	17.01.0	18.06.4	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621AT	2	880	128NAND	128	-	5	MediaTek MT7530	Yes	-		MediaTek MT7612EN	b/g/n	a/n/ac	2x 2x2	mt76	-	?	1x 3.0	-		-	-	-		Yes	57600 / 8N1	No	10	1	-	12 VDC, 2.0 A	toh:netis:wf-2881	WF-2881	WF-2881	https://wikidevi.com/wiki/Netis_WF2881	http://netiskorea.co.kr/product.php?uid=50&model=WF2881	http://netiskorea.co.kr/atboard.php?grp1=support&grp2=download	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-netis_wf-2881-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
16840	Travel Router	Nexx	WT3020A	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=7bac455a4ccd4a55e5db64c7eac224c98be045b6	15.05	18.06.4	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620N	1	580	4	64	2	-	MediaTek MT7620N	Yes	-		MediaTek MT7620N	b/g/n	-		mt76	-	-	1x ?USB (power)	-		-	-	-		Yes	57600 / 8N1	?	?	?	-	5 VDC, 0.5 A (?USB)	toh:nexx:wt3020	WT3020A	WT3020A	https://wikidevi.com/wiki/Nexx_WT3020	http://www.nexx.com.cn/index.php/home/detail?pid=199		http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-nexx_wt3020-4m-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-nexx_wt3020-4m-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16841	Travel Router	Nexx	WT3020AD	NULL	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=7bac455a4ccd4a55e5db64c7eac224c98be045b6	15.05	18.06.4	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620N	1	580	8	64	2	-	MediaTek MT7620N	Yes	-		MediaTek MT7620N	b/g/n	-		mt76	-	-	1x ?USB (power)	-		-	-	-		Yes	57600 / 8N1	?	?	?	-	5 VDC, 0.5 A (?USB)	toh:nexx:wt3020	WT3020AD	WT3020AD	https://wikidevi.com/wiki/Nexx_WT3020	http://www.nexx.com.cn/index.php/home/detail?pid=199		http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-nexx_wt3020-8m-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-nexx_wt3020-8m-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16842	Travel Router	Nexx	WT3020F	NULL	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=7bac455a4ccd4a55e5db64c7eac224c98be045b6	15.05	18.06.4	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620N	1	580	8	64	2	-	MediaTek MT7620N	Yes	-		MediaTek MT7620N	b/g/n	-	2 PCB antennas; MIMO config	mt76	-	-	1x ?USB (power)	-		-	-	-		Yes	57600 / 8N1	No	1	1	-	5 VDC, 0.5 A (?USB)	toh:nexx:wt3020	WT3020F	WT3020F	https://wikidevi.com/wiki/Nexx_WT3020	http://www.nexx.com.cn/index.php/home/detail?pid=199		http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-nexx_wt3020-8m-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-nexx_wt3020-8m-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16843	Travel Router	Nexx	WT3020H	NULL	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=7bac455a4ccd4a55e5db64c7eac224c98be045b6	15.05	18.06.4	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620N	1	580	8	64	2	-	MediaTek MT7620N	Yes	-		MediaTek MT7620N	b/g/n	-		mt76	-	-	1x ?USB (power)	-		-	-	-		Yes	57600 / 8N1	?	?	?	-	5 VDC, 0.5 A (?USB)	toh:nexx:wt3020	WT3020H	WT3020H	https://wikidevi.com/wiki/Nexx_WT3020	http://www.nexx.com.cn/index.php/home/detail?pid=199		http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-nexx_wt3020-8m-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-nexx_wt3020-8m-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16844	WiFi Router	NuCom	R5010UN	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=d12502b6663e8443dfd23e903c91b0e66a064be2	17.01.0	18.06.4	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6328	1	320	16	64	4	-	?	?	ADSL2+		Broadcom BCM43217	b/g/n	-		b43	-	-	1x 2.0	-		-	-	NULL		Yes	?	No	?	?	-	?	toh:nucom:r5010unv2	R5010UN	R5010UN	NULL			http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/lede-brcm63xx-generic-R5010UNv2-squashfs-cfe.bin	http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/lede-brcm63xx-generic-R5010UNv2-squashfs-sysupgrade.bin	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16845	Single Board Computer	Olimex	iMX233-OLinuXino-MAXI	NULL	Available 2019	olimex.com		14.07	15.05	mxs	generic	arm_arm926ej-s	U-Boot	Freescale i.MX233	1	454	microSD	64	1	-	?	No	-	1	-	-	-		unknown	-	?	2x 2.0	-		?	?	?		Yes	?	No	?	?	?	?	toh:olimex:imx233-olinuxino	OLinuXino	OLinuXino	NULL	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-MAXI/open-source-hardware		NULL	NULL	see devicepage		SD card		media:olimex:imx233-olinuxino-maxi-1.jpg	
16846	Single Board Computer	Olimex	iMX233-OLinuXino-MICRO	NULL	Available 2019	olimex.com		14.07	15.05	mxs	generic	arm_arm926ej-s	U-Boot	Freescale i.MX233	1	454	microSD	64	-	-	?	No	-		-	-	-		unknown	-	?	1x 2.0	-		?	?	?		Yes	?	No	?	3	?	?	toh:olimex:imx233-olinuxino	OLinuXino	OLinuXino	NULL	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-MICRO/open-source-hardware		NULL	NULL	see devicepage		SD card		media:olimex:imx233-olinuxino-micro-1.jpg	
16847	Single Board Computer	Olimex	iMX233-OLinuXino-MINI-WiFi	NULL	Available 2019	olimex.com		14.07	15.05	mxs	generic	arm_arm926ej-s	U-Boot	Freescale i.MX233	1	454	microSD	64	-	-	?	No	-	Eth via optional UEXT module	Realtek RTL8188CU	b/g/n	-		unknown	-	?	3x 2.0	-		?	?	?		Yes	?	No	?	?	?	?	toh:olimex:imx233-olinuxino	OLinuXino	OLinuXino	NULL	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-MINI-WiFi/open-source-hardware	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-MINI-WiFi/open-source-hardware	NULL	NULL	see devicepage		SD card		media:olimex:imx233-olinuxino-mini-wifi-01.jpg	
16848	Single Board Computer	Olimex	iMX233-OLinuXino-MINI	NULL	Available 2019	olimex.com		14.07	15.05	mxs	generic	arm_arm926ej-s	U-Boot	Freescale i.MX233	1	454	microSD	64	-	-	?	No	-		-	-	-		unknown	-	?	3x 2.0	-		?	?	?		Yes	?	No	?	?	?	?	toh:olimex:imx233-olinuxino	OLinuXino	OLinuXino	NULL	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-MINI/open-source-hardware	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-MINI/open-source-hardware	NULL	NULL	see devicepage		SD card		media:olimex:imx233-olinuxino-mini-1.jpg	
16849	Single Board Computer	Olimex	iMX233-OLinuXino-NANO	NULL	Available 2019	olimex.com		14.07	15.05	mxs	generic	arm_arm926ej-s	U-Boot	Freescale i.MX233	1	454	microSD	64	-	-	?	No	-		-	-	-		unknown	-	?	1x 2.0	-		?	?	?		Yes	?	No	?	?	?	?	toh:olimex:imx233-olinuxino	OLinuXino	OLinuXino	NULL	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-NANO/open-source-hardware	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-NANO/open-source-hardware	NULL	NULL	see devicepage		SD card		media:olimex:imx233-olinuxino-nano-1.jpg	
16855	Single Board Computer	Olimex	RT5350F-OLinuXino-EVB	NULL	Available 2019	olimex.com	https://git.lede-project.org/?p=source.git;a=commit;h=633c46a1d42a1c4f0c723a606c8d08c1f77ac0bd	15.05	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350F	1	360	8	32	5	-	Ralink RT5350F	Yes	-	Ethernet, 2x10/100 on EVB breakout, 5x 10/100 on-SoC switch	Ralink RT5350F	b/g/n	-		unknown	-	-	1x 2.0 Device	-		-	-	-		Yes	57600 / 8N1	Yes	1	1	more than 20	5 VDC	toh:olimex:rt5350f-olinuxino-evb	RT5350F-OLinuXino-EVB	RT5350F-OLinuXino-EVB	NULL	https://www.olimex.com/Products/OLinuXino/RT5350F/RT5350F-OLinuXino-EVB/open-source-hardware	https://github.com/OLIMEX/OLINUXINO/tree/master/SOFTWARE/RT5350F/Prebuilt%20images	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-olimex_rt5350f-olinuxino-evb-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-olimex_rt5350f-olinuxino-evb-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:olimex:rt5350f-olinuxino-evb-1.jpg	
16856	WiFi Router	OMYlink	OMY-G1	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=ee53a240ac902dc83209008a2671e7fdcf55957a	17.01.0	18.06.4	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9341	1	535	16	64	5	-	Atheros AR9341	Yes	-		Atheros AR9340	b/g/n	-		ath9k	?	?	1x 2.0	-		NULL	NULL	NULL		Yes	?	No	?	?	?	12 VDC	toh:omylink:omy-g1	OMY-G1	OMY-G1	NULL	http://www.omylink.com/eshowProduct.asp?id=31		http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-omy-g1-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-omy-g1-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16857	WiFi Router	On Networks	N150R	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=b6e1cbd8dd5b8fe3833547480abdbd57edb3238c	14.07	18.06.4	ar71xx-ath79	tiny	mips_24kc	U-Boot	Atheros AR7240	1	400	4	32	3	-	Atheros AR7240	Yes	-		Atheros AR9285	b/g/n	-		ath9k	-	-	-	-		-	-	-		Yes	?	?	?	?	?	7.5 VDC, 1.0 A	toh:netgear:wnr612v2	N150R	N150R	https://wikidevi.com/wiki/On_Networks_%28Netgear%29_N150R			http://downloads.openwrt.org/snapshots/targets/ath79/tiny/openwrt-ath79-tiny-on_n150r-squashfs-factory.img	http://downloads.openwrt.org/snapshots/targets/ath79/tiny/openwrt-ath79-tiny-on_n150r-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
16858	WiFi Router	Open-Mesh	MR600	https://fcc.io/A8J/-EAP600	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=31881357af992c59255faa1fef184f4b05a39fa4	12.09	18.06.4	ar71xx	generic	mips_24kc	?	Atheros AR9344	1	560	16	128	-	1	-	?	-		Atheros AR9382	b/g/n	a		ath9k	-	?	-	-		?	?	?		?	?	?	?	?	?	12 VDC, 2.0 A		MR600	MR600	https://wikidevi.com/wiki/Open-Mesh_MR600	http://www.open-mesh.com/mr600-dual-band-cloud-access-point.html		http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-mr600-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-mr600-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16859	WiFi AP	Open-Mesh	MR900	https://fcc.io/WT8/-MR900	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=305c1431e308b1d498dc5e47e77dcc311910b1d3	15.05	18.06.4	ar71xx	generic	mips_24kc	?	Qualcomm Atheros QCA9558	1	720	?	128	-	1	-	?	-		Qualcomm Atheros QCA9558	b/g/n	a		ath9k	?	?	-	-		?	?	?		?	?	?	?	?	?	12 VDC, 2.0 A		MR900	MR900	https://wikidevi.com/wiki/Open-Mesh_MR900_v1	http://www.open-mesh.com/products/mr900-dual-band-cloud-access-point.html		http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-mr900-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-mr900-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16860	WiFi Router	Open-Mesh	OM2P	https://fcc.io/WT8/-OM2P	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=ac82296c532dfe7706cee8645a0387b90eecca82	12.09	18.06.4	ar71xx	generic	mips_24kc	U-Boot	Atheros AR7240	1	400	16	64	2	-	Atheros AR7240	Yes	-		Atheros AR9285	b/g/n	-		ath9k	1	-	-	-		-	-	-		Yes	115200 / 8N1	No	4	?	-	12 VDC, 1.0 A	toh:openmesh:om2p	OM2P	OM2P	https://wikidevi.com/wiki/Open-Mesh_OM2P_v1	https://www.open-mesh.com/products/access-points/om2p.html		http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-om2p-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-om2p-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	sysupgrade image = factory image;
16862	WiFi Router	Open-Mesh	OM5P	NULL	Discontinued 2016	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=34c9bc059695f67a829c1f4c173785687032ea68	14.07	18.06.4	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9344	1	520	16	64	2	-	Atheros AR9344	Yes	-		?	-	a/n		unknown	-	?	-	-		NULL	NULL	NULL		Yes	?	?	4	1	?	?		OM5P	OM5P	NULL	http://www.open-mesh.com/om5p.html		http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-om5p-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-om5p-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16863	Single Board Computer	OpenEmbed	SOM9331	NULL	unknown 2018	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=e61fe4e4d762eb3e00c43b6714a229835efc7ea5	17.01.0	18.06.4	ar71xx	generic	mips_24kc	U-Boot	Qualcomm Atheros AR9331	1	400	8	64	3	-	?	No	-		Atheros AR9331	b/g/n	-		ath9k	-	?	1x 2.0	-		NULL	NULL	NULL		Yes	?	Yes	-	-	?	3.3 VDC, 0.35 A	toh:openembed:openembed_som9331_v1	SOM9331	SOM9331	NULL	http://www.openembed.com/index.php/goods/7/detail.html	http://openwrt.jaru.eu.org/barrier_breaker/ar71xx/	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-som9331-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/lede-ar71xx-generic-som9331-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16864	WiFi Router	Option	Globesurfer III	NULL	Discontinued	NULL				brcm47xx	legacy	mipsel_mips32	CFE	Broadcom BCM5354	1	240	32	32	2	-	?	?	Mobile Wireless/Cellular network		Broadcom BCM4318	b/g	-		b43	-	?	1x 2.0	-		NULL	NULL	NULL		Yes	?	?			?	5 VDC, 3.0 A	toh:option:gs3	Globesurfer III	Globesurfer III	https://wikidevi.com/wiki/Option_GlobeSurfer_III			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
